Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Barbados,BRB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.149,65.033,65.715,66.204,66.678,67.236,67.71,67.92,68.2,68.504,68.518,68.787,69.132,69.108,69.379,69.79,70.114,70.64,71.143,71.549,72.129,72.63,72.903,73.156,73.302,73.316,73.416,73.463,73.431,73.375,73.463,73.543,73.61,73.739,73.755,73.88,74.065,73.988,74.465,74.587,74.58,74.707,74.82,74.865,75.15,74.96,75.049,75.263,75.3,75.458,75.488,75.599,75.737,75.816,75.926,76.055,76.168,76.237,76.378,76.495,76.647,76.58,75.676,76.178,
Brunei Darussalam,BRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.721,59.387,58.824,60.625,61.267,61.721,62.401,62.909,63.47,63.963,64.49,64.975,65.447,65.95,66.442,66.95,67.411,67.833,68.258,68.642,69.014,69.344,69.669,69.991,70.236,70.499,70.762,70.982,71.183,71.408,71.629,71.858,72.09,72.333,72.571,72.838,73.079,73.326,73.584,73.806,74.017,74.209,74.365,74.509,74.603,74.683,74.753,74.793,74.814,74.814,74.82,74.835,74.843,74.854,74.862,74.88,74.905,74.943,74.992,75.049,75.114,74.869,72.917,75.327,
Bhutan,BTN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,36.367,36.654,36.992,37.37,37.796,38.263,38.789,39.359,39.96,40.566,41.185,41.83,42.487,43.136,43.8,44.513,45.23,45.95,46.691,47.446,48.198,48.975,49.776,50.553,51.313,52.033,52.826,53.62,54.385,55.12,55.811,56.451,57.208,57.906,58.395,59.277,59.982,60.639,61.322,62.032,61.842,63.323,63.984,64.662,65.29,65.875,66.499,67.152,67.733,68.156,68.765,69.28,69.759,70.161,70.504,70.797,71.119,71.413,71.711,72.005,72.253,72.448,72.754,72.975,
Botswana,BWA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,51.22,51.781,52.313,52.848,53.358,53.853,54.36,54.859,55.372,55.903,56.446,57.062,57.669,58.286,58.914,59.53,60.209,60.867,61.485,62.035,62.527,63.027,63.382,63.605,63.706,63.647,63.363,62.837,61.696,61.189,60.104,58.911,58.19,57.316,55.97,54.713,54.284,53.594,52.968,52.499,52.263,52.21,52.373,52.851,53.573,54.386,55.112,56.735,57.661,58.297,59.137,59.715,60.384,61.217,62.167,63.215,64.32,65.42,66.371,67.167,67.643,63.303,68.749,69.163,
Central African Republic,CAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,39.572,40.056,40.562,41.09,41.64,42.207,42.787,43.379,43.98,44.58,45.176,45.764,46.332,46.884,47.405,47.892,48.355,48.778,49.161,49.5,49.789,50.028,50.213,50.342,50.427,50.463,50.445,50.371,50.243,50.074,49.854,49.575,49.213,48.899,48.509,48.109,47.7,47.284,47.089,46.91,46.609,46.734,46.84,47.306,47.696,48.207,48.687,49.327,49.873,14.665,46.871,50.107,51.336,49.487,40.265,51.934,50.999,45.231,52.297,31.53,50.596,40.279,18.818,57.408,
Canada,CAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.13317073,71.34609756,71.36707317,71.38073171,71.77634146,71.87219512,72.00439024,72.20780488,72.35341463,72.50146341,72.7004878,73.02926829,72.93390244,73.16268293,73.23756098,73.52170732,73.85609756,74.21560976,74.5297561,74.86634146,75.10219512,75.49780488,75.72512195,76.0604878,76.33195122,76.32731707,76.46390244,76.77878049,76.85878049,77.12487805,77.43658537,77.59341463,77.83804878,77.70487805,77.87170732,77.97731707,78.2202439,78.41243902,78.62365854,78.83902439,79.16682927,79.39804878,79.53073171,79.71512195,79.99219512,80.11268293,80.54365854,80.54365854,80.72463415,81.06609756,81.32219512,81.48268293,81.66365854,81.74487805,81.78439024,81.82585366,81.94,81.81292683,81.80878049,82.16365854,81.53512195,81.51682927,81.24536585,81.64658537,
Central Europe and the Baltics,CEB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.9434733,68.244951,67.72373605,68.70100029,69.19541667,69.35017391,69.85698524,69.3553793,69.57353613,69.06660274,69.34532377,69.51124415,69.97117125,70.10959837,70.36857004,70.18088847,70.32640763,70.24769366,70.1498874,70.2514817,69.89340966,70.37205018,70.45547332,70.38978517,70.34911486,70.31288347,70.56513604,70.61176333,70.86170823,70.73197226,70.65633134,70.5752213,70.73283713,70.84598662,70.86954394,71.02542143,71.33605802,71.51725807,71.89823768,72.18456107,72.71972472,73.09614819,73.24241549,73.38225278,73.73043493,73.84499514,74.09260273,74.25064872,74.57595268,74.93036393,75.29396578,75.88847488,76.00339447,76.37473501,76.68876964,76.57551198,76.97030623,76.92978872,76.97643808,77.26591419,76.01627013,74.72328279,76.65229873,77.89678365,
Switzerland,CHE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.31341463,71.64487805,71.19609756,71.18756098,72.07780488,72.20170732,72.33560976,72.63658537,72.5902439,72.61268293,73.0202439,73.13073171,73.64439024,73.94097561,74.28707317,74.66560976,74.78536585,75.23804878,75.18731707,75.46609756,75.45926829,75.69317073,76.03390244,76.03121951,76.60853659,76.73365854,76.89902439,77.19756098,77.22658537,77.42121951,77.24243902,77.51463415,77.80609756,78.08536585,78.35,78.41707317,78.89609756,79.0795122,79.32439024,79.5804878,79.6804878,80.1804878,80.38536585,80.53658537,81.08780488,81.23658537,81.4902439,81.74146341,81.99268293,82.04390244,82.24634146,82.69512195,82.69756098,82.79756098,83.19756098,82.89756098,83.60243902,83.55121951,83.75365854,83.90487805,83,83.75121951,83.60487805,84.05609756,
Channel Islands,CHI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.5,71.6,72,72.2,72,71.6,72.3,72.2,71.7,71.7,71.8,72,72,72.7,72.5,72.6,72.7,72.9,73.1,73.2,73.9,73.8,73.1,74.9,75.2,75.3,75.4,75.7,76,76.5,76.3,76.5,77.1,76.8,77,77.7,77.8,78.2,78.5,79.1,78.8,79,79.1,79.4,79.8,80.1,80.4,80.6,80.8,81,81.2,81.4,81.3,81.5,81.6,81.4,81.2,81,81.1,81.2,80.9,80.3,81,81.1,
Chile,CHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.216,57.309,57.811,58.349,58.812,59.473,60.373,61.054,61.68,62.341,62.634,63.072,63.717,64.42,65.085,66.037,66.819,67.529,68.042,68.858,69.475,69.822,70.291,70.83,71.215,71.615,72.061,72.466,72.788,73.188,73.675,74.082,74.367,74.679,74.973,75.298,75.555,75.826,76.324,76.738,77.128,77.58,77.84,77.884,78.276,78.459,78.533,78.652,78.752,78.89,79.095,79.236,79.221,79.551,79.714,80.008,80.295,80.61,80.559,80.324,79.349,78.876,79.176,81.167,
China,CHN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,33.419,40.158,50.959,51.67,52.343,53.001,53.662,54.401,55.191,55.988,56.824,57.731,58.579,59.496,60.241,60.952,61.225,62.458,63.102,63.704,64.243,64.778,65.249,65.728,66.148,66.532,66.887,67.263,67.607,67.93,68.155,68.61,69.059,69.492,69.835,70.363,70.823,71.227,71.601,71.952,72.288,72.675,73.034,73.385,73.727,74.085,74.404,74.789,74.833,75.317,75.668,75.889,76.2,76.452,76.714,76.975,77.214,77.235,77.709,77.94,78.019,78.117,78.202,77.953,
Cote d'Ivoire,CIV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,37.244,37.923,38.62,39.315,39.966,40.643,41.297,41.959,42.648,43.345,44.045,44.783,45.575,46.372,47.207,48.03,48.863,49.624,50.361,50.983,51.437,51.791,52.09,52.352,52.648,52.861,53.009,53.118,53.062,52.955,52.796,52.621,52.429,52.247,52.005,51.713,51.596,51.498,51.22,51.273,51.393,51.428,51.544,51.443,51.939,52.432,52.885,53.452,54.179,54.744,55.282,55.972,56.57,57.057,57.772,58.281,58.814,59.315,59.795,60.274,60.14,60.29,61.562,61.944,
Cameroon,CMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,34.667,35.186,42.599,43.074,43.596,44.175,44.839,45.602,46.389,47.191,47.954,48.577,49.12,49.517,49.734,49.891,50.017,50.13,50.319,50.535,50.852,51.227,51.801,52.447,52.886,53.465,53.572,54.188,54.359,54.389,54.348,54.168,54.053,53.872,53.537,53.347,53.2,53.105,53.043,53.166,53.338,53.598,53.922,54.253,54.578,54.904,55.301,55.71,56.116,56.486,56.965,57.482,58.17,58.73,59.13,59.687,60.293,60.817,61.189,61.695,61.674,61.146,62.443,63.7,
"Congo, Dem. Rep.",COD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,40.752,40.161,40.382,40.604,40.099,40.767,42.169,42.339,42.667,42.959,43.3,43.578,43.869,44.09,44.311,44.53,44.695,44.866,44.628,45.278,45.543,45.726,45.946,46.207,46.514,46.663,47.016,47.362,47.755,48.149,48.538,48.944,49.323,49.621,49.88,50.381,49.376,50.461,49.664,50.089,51.887,52.205,52.371,52.952,53.534,54.001,54.498,54.954,55.388,55.798,56.411,56.911,57.35,57.795,58.236,58.658,59.081,59.495,59.926,60.242,60.428,60.044,60.979,61.895,
"Congo, Rep.",COG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,47.595,48.351,49.038,49.729,50.363,50.996,51.557,51.91,52.62,53.114,53.555,53.983,54.361,54.744,55.053,55.402,55.699,56.027,56.248,56.524,56.803,57.065,57.236,57.428,57.54,57.608,57.633,57.59,57.493,57.292,57.07,56.764,56.483,56.041,55.641,55.474,55.24,48.575,52.551,54.427,55.371,55.885,56.414,57.131,57.957,58.73,59.474,60.05,60.79,61.215,61.731,62.286,62.662,62.969,63.349,63.662,63.911,64.203,64.472,63.152,64.391,64.192,65,65.772,
Colombia,COL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,56.609,57.203,57.737,58.296,58.77,59.247,59.713,60.15,60.572,61.031,61.465,62.005,62.53,62.991,63.497,64.012,64.642,65.237,65.827,66.162,66.693,67.189,67.861,68.121,68.308,65.359,68.303,68.166,68.301,68.616,68.701,68.772,68.764,69.083,69.422,69.81,70.209,70.632,70.924,70.913,70.905,71.185,71.537,72.309,72.76,73.156,73.497,73.751,74.206,74.531,74.876,75.18,75.611,75.834,75.95,76.067,76.228,76.418,76.579,76.793,74.757,72.698,76.508,77.725,
Comoros,COM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,40.777,41.157,41.534,41.909,42.328,42.676,43.153,43.593,44.101,44.643,45.226,45.849,46.463,47.045,47.609,46.866,48.645,49.17,49.702,50.126,50.681,51.211,51.75,52.121,52.784,53.263,53.756,54.134,54.678,54.983,55.62,56.104,56.576,57.026,57.458,57.83,58.151,58.228,58.301,58.853,58.941,59.587,59.723,60.24,60.557,60.883,61.229,61.475,61.955,62.302,62.747,63.105,63.463,63.839,64.143,64.473,64.792,65.127,65.401,65.662,65.756,65.201,66.481,66.777,
Cabo Verde,CPV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,48.713,49.419,50.239,51.145,52.089,53.04,53.922,54.716,55.426,56.038,56.559,57.027,57.486,57.979,58.432,58.976,59.396,59.986,60.381,60.726,61.031,61.299,61.519,61.767,61.829,62.281,62.584,62.91,63.242,63.566,63.869,64.066,64.253,64.458,64.648,63.691,65.521,66.082,66.714,67.409,68.117,68.707,69.447,70.006,70.499,70.936,71.341,71.487,71.888,72.142,72.507,72.913,73.315,73.481,73.788,74.096,74.35,74.71,74.84,75.449,73.818,74.424,75.907,76.059,
Costa Rica,CRI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.463,63.86,64.232,64.326,64.493,64.76,65.096,65.552,65.78,66.363,66.787,67.413,68.014,68.731,69.446,70.253,70.946,71.519,72.029,72.537,73.034,73.441,73.865,74.245,74.581,74.765,74.949,75.224,75.546,75.85,76.094,76.237,76.385,76.315,76.329,76.44,76.428,76.603,76.869,77.058,77.317,77.609,77.939,78.214,78.512,78.877,79.049,79.098,79.18,79.372,79.354,79.624,79.925,80.189,80.231,80.407,79.988,79.994,80.09,80.296,79.725,78.05,79.316,80.799,
Caribbean small states,CSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.29607567,60.67111274,61.36675498,61.71728228,62.11693786,62.42789901,62.68849185,62.9192125,63.147976,63.33755992,63.49112506,63.64216098,63.85758975,64.05242609,64.26325552,64.48300542,64.75625102,64.97260795,65.12454089,65.34724167,65.50158188,65.663476,65.77832292,65.84727014,66.13987023,66.30205978,66.41130273,66.57094454,66.74044035,66.92480017,67.04515051,67.21937706,67.3532894,67.47556468,67.52166114,67.55557155,67.62640243,67.73654332,67.98492307,68.20956413,68.39767583,68.66197229,68.8997139,69.0876489,69.36097019,69.63205133,69.93442322,70.29373334,70.54999747,70.79773751,71.0114367,71.26609329,71.40191433,71.56925061,71.77394118,71.86410217,72.05163612,72.17310416,72.2210854,72.12926048,71.93943593,69.92281075,72.83229211,73.171645,
Cuba,CUB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.316,63.743,64.374,64.347,65.264,65.636,66.074,66.514,66.944,67.358,67.935,68.432,68.949,69.347,69.867,70.375,70.878,71.411,71.89,72.272,72.603,72.996,73.439,73.564,73.552,73.464,73.558,73.596,73.724,73.69,73.823,73.757,73.846,73.874,74.092,74.346,74.69,75.064,75.412,75.719,75.922,76.429,76.766,77.405,77.326,77.54,77.406,77.55,77.589,77.584,77.876,78.051,78.162,78.028,77.825,77.745,77.571,77.3,77.426,77.413,77.407,73.201,77.629,78.085,
Curacao,CUW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.406,65.745,66.027,66.312,66.59,66.862,67.136,67.405,67.67,67.929,68.23,68.505,68.811,69.092,69.394,69.672,69.951,70.202,70.445,70.716,70.951,71.175,71.377,71.534,71.715,71.867,71.996,72.139,72.23,72.151,72.439,72.536,72.65,72.703,72.791,72.831,72.945,73.035,73.084,73.174,73.283,73.36,73.472,73.603,73.735,73.873,73.978,74.137,74.314,74.485,75.117,75.576,75.96,76.239,76.384,76.482,76.322,76.423,76.493,76.492,76.501,75.686,76.729,76.8,
Cayman Islands,CYM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.782,59.426,60.09,60.78,61.436,62.186,62.841,63.205,63.597,63.965,64.383,64.827,65.365,65.889,66.489,67.044,67.549,68.08,68.533,69.02,69.487,69.951,70.407,70.839,71.187,71.558,71.869,72.13,72.351,72.545,72.744,72.911,73.088,73.25,73.42,73.597,73.74,73.904,74.08,74.232,74.378,74.529,74.609,74.639,74.596,74.863,75,75.152,75.386,75.671,76.069,76.562,77.121,77.652,77.865,78.119,78.367,78.615,78.835,79.052,79.23,79.3,79.984,80.358,
Cyprus,CYP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.32,64.076,64.72,61.779,62.24,66.124,66.489,66.906,67.251,67.599,68.05,68.351,68.629,69.005,54.551,70.336,70.805,71.258,71.741,72.179,72.844,73.053,73.518,73.708,74,74.64,74.93,75.264,75.39,75.841,76.044,76.246,76.291,76.294,76.383,76.583,76.88,77.119,77.164,77.572,77.9,78.185,78.758,78.908,79.007,79.198,79.456,79.798,79.906,80.375,80.632,80.855,81.128,81.317,81.337,81.464,81.534,81.543,81.556,81.454,81.23,80.573,80.434,81.648,
Czechia,CZE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.34878049,70.51268293,69.78682927,70.30439024,70.4595122,70.16317073,70.38487805,70.26414634,69.84073171,69.36707317,69.4402439,69.67707317,70.17658537,70.02268293,70.08658537,70.41463415,70.53268293,70.57341463,70.64390244,70.7495122,70.27804878,70.72219512,70.80780488,70.59146341,70.83756098,71.04634146,70.99731707,71.44560976,71.64146341,71.67560976,71.38390244,71.89829268,72.27170732,72.76780488,72.97268293,73.07487805,73.71463415,73.82487805,74.51463415,74.66829268,74.96829268,75.17317073,75.22195122,75.17073171,75.72195122,75.92439024,76.52439024,76.72439024,76.97560976,77.07804878,77.42439024,77.87317073,78.07560976,78.17560976,78.82439024,78.57804878,79.02682927,78.97804878,79.02926829,79.22926829,78.22682927,77.22195122,78.92926829,79.87804878,
Germany,DEU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.06407317,69.64487805,69.79921951,69.91407317,70.43556098,70.41036585,70.52158537,70.73173171,70.37846341,70.22880488,70.44719512,70.6767561,70.90670732,71.11280488,71.41892683,71.2592439,71.71221951,72.30731707,72.29041463,72.63017073,72.80031707,73.04021951,73.33314634,73.62214634,74.07229268,74.18909756,74.39682927,74.80702439,74.99873171,75.19153659,75.08563415,75.3195122,75.8195122,75.87073171,76.27073171,76.42195122,76.67317073,77.07317073,77.47560976,77.72682927,77.92682927,78.32926829,78.22926829,78.3804878,78.6804878,78.93170732,79.13170732,79.53414634,79.73658537,79.83658537,79.98780488,80.43658537,80.53902439,80.4902439,81.0902439,80.64146341,80.9902439,80.99268293,80.89268293,81.29268293,81.04146341,80.7902439,80.60804878,80.54146341,
Djibouti,DJI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,43.421,43.781,44.092,44.442,44.812,45.234,45.62,46.103,46.552,47.067,47.536,47.259,48.532,49.097,49.52,49.923,50.335,50.755,51.172,51.597,52.046,52.355,52.893,53.334,53.745,54.075,54.494,54.832,55.133,55.369,55.469,55.194,54.375,55.734,55.592,56.234,56.33,56.207,56.426,56.564,56.734,57.506,57.824,58.041,58.103,58.548,58.962,59.362,59.815,60.351,60.743,61.337,61.719,62.116,62.427,62.833,63.335,63.71,64.105,64.381,64.2,63.83,65.54,65.987,
Dominica,DMA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.076,61.022,61.894,62.612,63.278,63.913,64.457,64.856,65.277,65.704,66.208,66.763,67.468,68.097,68.585,69.059,69.411,69.715,70.115,69.195,71.013,71.46,71.749,72.005,71.913,71.918,71.671,71.368,70.974,70.663,70.471,70.398,70.473,70.612,70.777,70.832,71.039,71.195,71.352,71.527,71.715,71.862,71.927,71.942,71.987,72.016,72.007,71.901,71.945,71.835,71.68,71.517,71.391,71.228,71.189,69.968,71.189,68.62,71.378,71.305,71.269,69.832,71.081,71.132,
Denmark,DNK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.17658537,72.43829268,72.3197561,72.4004878,72.48512195,72.37073171,72.44414634,72.92219512,73.12146341,73.22097561,73.34341463,73.41463415,73.43902439,73.68219512,73.80829268,74.07512195,73.7397561,74.63243902,74.39292683,74.21926829,74.10170732,74.2304878,74.55121951,74.4204878,74.56219512,74.42756098,74.5797561,74.69121951,74.77170732,74.7997561,74.80536585,75.15780488,75.19414634,75.11682927,75.37512195,75.21268293,75.59146341,75.94512195,76.13902439,76.34146341,76.59268293,76.79268293,76.89512195,77.14390244,77.49268293,77.84390244,78.09512195,78.19512195,78.44634146,78.59756098,79.1,79.8,80.05121951,80.3,80.7,80.70243902,80.85365854,81.10243902,80.95365854,81.45121951,81.60243902,81.40487805,81.30487805,81.85365854,
Dominican Republic,DOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,51.705,52.447,53.199,53.754,54.653,52.842,55.965,56.646,57.272,57.886,58.493,59.09,59.661,60.228,60.757,61.254,61.739,62.2,62.624,62.425,63.391,63.776,64.198,64.63,65.134,65.614,66.059,66.49,66.914,67.331,67.746,68.154,68.525,68.86,69.16,69.394,69.595,69.809,69.875,70.178,70.365,70.553,70.719,70.856,70.73,71.043,71.054,71.097,71.331,71.587,72.039,72.496,72.817,73.038,73.145,72.982,72.889,73.37,73.555,73.112,72.636,71.757,74.211,73.72,
Algeria,DZA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,40.839,40.792,39.527,43.143,42.987,42.846,42.745,42.731,42.806,42.991,43.328,43.782,44.384,45.102,45.953,46.921,48.034,49.249,50.615,52.409,54.512,57.422,59.594,61.251,62.722,64.155,65.273,66.13,66.91,67.461,67.658,67.692,67.725,67.797,67.284,67.691,68.219,68.859,69.327,70.088,70.576,71.025,71.644,71.906,72.536,72.836,73.116,73.346,73.618,73.871,74.144,74.383,74.609,74.809,74.992,75.159,75.31,75.431,75.555,75.682,73.257,75.208,76.129,76.261,
East Asia & Pacific (excluding high income),EAP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,37.84668,43.07185908,51.1681121,51.76814506,52.41715881,52.25819797,53.39335948,54.28921506,54.8324593,55.62854501,56.32039313,57.13037096,57.71565129,58.62284558,59.23928895,59.98685099,60.35734749,61.41514312,62.00754402,62.68517152,63.2112731,63.69985922,64.17536575,64.65567763,65.08630452,65.48522428,65.83803434,66.21832269,66.56268109,66.90377131,67.15058425,67.56600027,68.00061079,68.42322383,68.72117848,69.03087824,69.42573851,69.7948438,70.12776242,70.42265912,70.73570716,71.07409239,71.39674996,71.80399563,71.85880092,72.39832664,72.65187044,72.99375366,72.92413762,73.46778781,73.76163906,73.98574532,74.25978721,74.48593238,74.71945281,74.95112438,75.15591177,75.23967149,75.57828618,75.76896903,75.69763933,75.27814184,75.93254094,75.88068309,
Early-demographic dividend,EAR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.91341375,47.40493714,47.85047471,48.25403102,48.73598559,47.75161424,48.7556114,49.43534734,50.43708,50.83672038,50.75622658,50.13196451,51.94565845,52.36056929,52.80623126,53.22303126,53.743027,54.31319389,54.8255944,55.52118756,56.06890717,56.52447199,57.01974885,57.45106811,57.98943027,58.47639721,58.93115337,59.52627823,59.90834791,60.34799268,60.63832613,60.92850001,61.39668543,61.73756988,61.97730084,62.40452863,62.7427843,63.09874158,63.4369666,63.7793798,64.21960983,64.55670545,64.96807468,65.27915505,65.51323928,65.97978641,66.39193001,66.76054674,67.02181876,67.49640825,67.82444347,68.26003807,68.60946303,68.96283778,69.32497588,69.63054844,69.94848371,70.27299494,70.54866599,70.84240646,69.88013085,68.17909948,71.43045525,71.79624498,
East Asia & Pacific,EAS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,41.7077572,46.32192189,53.31006711,53.91061577,54.51161556,54.38281193,55.382885,56.31845535,56.78073997,57.49775167,58.10741876,58.89513467,59.43391172,60.2382481,60.81461554,61.52470843,61.88886372,62.863032,63.41621706,64.05521814,64.51965256,64.99151954,65.45236715,65.8821127,66.30525386,66.68700059,67.03938328,67.41177082,67.71345179,68.04971235,68.28254926,68.67519339,69.06510627,69.46456804,69.76099574,70.02439778,70.43330377,70.79012895,71.09963698,71.36755327,71.70283232,72.041306,72.35710581,72.73469089,72.8126606,73.29843455,73.564044,73.89485135,73.84816299,74.36834717,74.62997901,74.82528306,75.10597269,75.33477299,75.56442704,75.79260102,75.98701667,76.07899236,76.39142294,76.58626193,76.54343761,76.15300938,76.67678344,76.65951833,
Europe & Central Asia (excluding high income),ECA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.8940384,61.42881629,61.77332466,62.16532857,62.53791169,62.82386262,63.06457633,63.30216431,63.42474371,63.57361934,63.7510745,63.96915238,64.24881854,64.44848512,64.62597636,64.74185649,64.88599508,65.10995405,65.30666752,65.49055135,65.75633431,66.00242509,66.30125296,66.5356238,66.76275364,67.23790874,67.66085398,67.95205232,67.85114286,68.26283513,68.20788504,68.05785627,67.25163255,67.05926339,67.30749192,67.44473674,67.72088479,68.04324576,68.33907526,68.20277978,68.85705319,69.09027771,69.31873062,69.58790191,69.79114865,69.95951476,70.21786594,70.55797869,70.97431752,71.44229216,71.91259115,72.15095022,72.67451659,73.12744278,73.42174885,73.75827079,74.03492739,74.40749451,74.59766981,74.82118659,73.55895735,72.88743297,74.57862234,74.79871528,
Europe & Central Asia,ECS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.41960241,67.73503114,67.69332354,68.04063253,68.52553229,68.59380242,68.80801306,68.86390367,68.82615711,68.68054391,68.97921276,69.15415495,69.38522542,69.49515249,69.70925871,69.64712684,69.77166577,69.99334843,70.07047927,70.20551554,70.28168833,70.56515999,70.87225879,70.92276265,71.06299592,71.30250729,71.81167822,72.02672331,72.10570677,72.22499584,72.19438741,72.15369098,71.85432559,71.53161654,71.68712434,71.8302634,72.24992223,72.64530069,72.91469194,72.83900827,73.11379497,73.3559009,73.44648925,73.56281329,73.98809651,74.15370506,74.63982358,75.00870445,75.30236525,75.68924794,75.99540408,76.47941212,76.68059514,77.0325566,77.35369956,77.3311423,77.68151958,77.89930497,78.0322195,78.3042684,77.17574845,76.72872669,77.83611309,78.38701832,
Ecuador,ECU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,53.396,54.052,54.681,55.322,55.95,56.524,57.019,57.482,57.946,58.267,58.85,59.343,59.816,60.306,60.7,61.085,61.425,61.935,62.397,62.854,63.326,63.809,64.271,64.659,65.202,65.625,66.123,66.587,67.038,67.817,68.445,69.04,69.468,70.07,70.876,71.349,71.82,72.007,71.949,71.92,72.09,72.571,73.164,73.632,73.868,73.909,74.01,74.226,74.709,74.901,75.188,75.179,75.486,75.832,76.141,76.222,76.094,76.22,77.248,77.286,72.004,72.746,76.577,77.392,
"Egypt, Arab Rep.",EGY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,44.436,45.146,45.844,46.493,47.075,47.577,47.988,48.13,48.602,48.7,49,49.48,49.908,50.098,51.044,51.734,52.484,53.272,54.075,54.876,55.673,56.454,57.219,57.967,58.697,59.405,60.085,60.736,61.358,61.949,62.513,63.059,63.585,64.147,64.663,65.214,65.733,66.207,66.635,67.01,67.332,67.612,67.846,68.045,68.211,68.355,68.493,68.627,68.761,68.915,69.078,69.232,69.464,69.632,69.911,70.135,70.437,70.709,70.974,71.213,69.79,68.976,71.01,71.633,
Euro area,EMU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.26438374,69.66111144,69.63674369,69.79727242,70.34596727,70.42929937,70.68042752,70.86223181,70.7719682,70.68871161,71.10763295,71.2583987,71.61014592,71.72179995,72.05914325,72.1282549,72.45560089,72.8923284,73.04525973,73.38429637,73.53245971,73.80772542,74.15162248,74.22251866,74.61974857,74.7593203,75.05312076,75.36574249,75.55767761,75.74310847,75.81767104,75.96768046,76.30772121,76.4132091,76.7241794,76.88231334,77.14832368,77.50886811,77.71890673,77.94563627,78.19977933,78.54354349,78.63413491,78.65576216,79.23216237,79.37485078,79.80772129,80.0477787,80.25108761,80.45546117,80.69894262,81.18263418,81.18273158,81.4679843,81.89325266,81.51939912,81.90758749,81.88400856,82.00276026,82.28042116,81.48735717,81.58393304,81.62122375,82.19200762,
Eritrea,ERI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,37.443,37.912,38.346,38.833,39.184,39.576,37.634,40.151,40.483,40.792,41.162,41.527,40.723,41.131,39.001,39.031,42.587,42.984,43.38,43.78,44.625,44.974,44.891,37.173,37.679,38.586,39.541,47.363,48.094,47.802,49.733,50.516,52.436,53.189,54.027,54.822,55.498,56.155,49.997,44.506,56.285,58.359,58.941,59.455,60.063,60.628,61.457,61.998,62.422,63.203,63.665,64.231,64.697,65.005,65.517,65.909,66.242,66.612,66.979,67.306,66.98,66.94,67.789,68.624,
