Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Spain,ESP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.10926829,69.4804878,69.51902439,69.68121951,70.3997561,70.80926829,71.05512195,71.25292683,71.53780488,71.05756098,72.02731707,71.6302439,72.81804878,72.61073171,72.9697561,73.31878049,73.64268293,74.13195122,74.29560976,74.81878049,75.34926829,75.52853659,76.13414634,75.90902439,76.29536585,76.2595122,76.5104878,76.72804878,76.74707317,76.81365854,76.83756098,76.97121951,77.41,77.54658537,77.90146341,77.98073171,78.1204878,78.60414634,78.66585366,78.71707317,78.96585366,79.36829268,79.56829268,79.6195122,79.87073171,80.17073171,80.82195122,80.87317073,81.17560976,81.47560976,81.62682927,82.47560976,82.42682927,83.07804878,83.22926829,82.83170732,83.32926829,83.28292683,83.43170732,83.83170732,82.23170732,83.17804878,83.13414634,83.88292683,
Estonia,EST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.74926829,69.07787805,69.29202439,69.32156098,70.07209756,70.17658537,70.14646341,70.43241463,70.08078049,69.78946341,69.92421951,70.12256098,69.92919512,70.23002439,70.34619512,69.70812195,69.34507317,69.44895122,69.29726829,69.05431707,69.11478049,68.97804878,69.12682927,69.37560976,69.27804878,69.3804878,70.08536585,70.64390244,70.69756098,70.03902439,69.47560976,69.37317073,68.86341463,67.9097561,66.5,67.54390244,69.61219512,69.8097561,69.35853659,70.06341463,70.41707317,70.25853659,70.90487805,71.31707317,71.9097561,72.56829268,72.69146341,72.81463415,73.77073171,74.82439024,75.42926829,76.22926829,76.32682927,77.14146341,77.03414634,77.5902439,77.64146341,78.09268293,78.24390244,78.64634146,78.59512195,76.94390244,77.84390244,78.4902439,
Ethiopia,ETH,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,39.615,40.198,40.531,40.967,41.261,41.413,39.343,41.941,42.092,42.131,42.115,42.216,41.035,41.103,39.083,38.941,41.32,41.397,41.506,42.376,42.815,43.084,43.434,36.319,36.737,37.747,38.371,45.892,45.682,45.644,45.117,46.657,47.279,47.676,47.926,48.156,48.697,49.21,49.785,49.486,50.88,51.428,52.085,52.877,53.735,54.364,55.402,56.566,57.733,58.715,59.709,60.595,61.443,62.161,62.927,63.592,64.162,64.766,65.257,65.741,65.969,65.33,66.897,67.315,
European Union,EUU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.06710209,69.43926959,69.29090761,69.64898828,70.16473434,70.27719025,70.59145646,70.59769663,70.59929172,70.42459722,70.82386078,70.96484302,71.34895652,71.46888684,71.78288366,71.80155127,72.07265057,72.39574085,72.487468,72.76860282,72.79218272,73.12620548,73.40608453,73.45123246,73.74329487,73.81984676,74.07671046,74.32369264,74.53088422,74.65997024,74.70253996,74.81561961,75.13204695,75.25869193,75.52931388,75.67416269,75.9268122,76.24454927,76.51332916,76.74796228,77.07824508,77.42563903,77.53407464,77.59237484,78.11782818,78.27514103,78.67212829,78.9060451,79.12962819,79.36243868,79.63543079,80.14395052,80.16577732,80.47343246,80.87616539,80.57089662,80.95308081,80.93030979,81.03175101,81.31945249,80.44147547,80.30719644,80.71298184,81.41145038,
Fragile and conflict affected situations,FCS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.11519374,46.50637514,46.99895177,47.30914012,47.67653117,47.95906362,48.08332246,48.39054776,48.80615991,49.03948962,49.4718892,49.83948676,49.86598232,50.26814199,50.36424565,50.51235837,50.98022032,51.45830136,51.54099991,51.81562692,52.06152772,52.16410065,52.10825058,51.57794175,51.49637064,51.74477589,52.30032376,53.08550884,52.99410225,53.37417482,53.39936771,53.37097867,53.54955576,53.98163084,54.23263467,54.22567941,54.23715355,54.51782366,54.47072213,54.90340363,55.48842498,55.7212693,56.15085661,56.44692546,56.75574472,57.14727815,57.5943114,58.10957466,58.18717806,58.9379606,59.34316076,59.62763559,60.10084025,60.45483943,60.5536918,60.74499311,60.98618367,61.22968269,61.78250831,62.13795455,62.06636829,61.60868104,62.70227157,63.34994478,
Finland,FIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.8197561,68.84414634,68.57780488,69.01268293,69.22097561,68.97780488,69.47707317,69.66658537,69.61634146,69.50341463,70.1795122,70.01756098,70.70731707,71.22365854,71.13487805,71.67365854,71.81292683,72.3502439,72.89707317,73.15536585,73.44,73.74658537,74.29804878,74.20097561,74.51902439,74.22292683,74.56,74.59195122,74.57707317,74.79219512,74.81317073,75.22756098,75.45536585,75.70512195,76.39560976,76.4095122,76.69341463,76.87853659,77.09073171,77.29121951,77.46585366,77.96585366,78.1195122,78.36829268,78.71463415,78.81707317,79.21463415,79.26341463,79.56829268,79.7195122,79.87073171,80.47073171,80.62682927,80.97560976,81.1804878,81.4804878,81.42926829,81.63170732,81.73414634,81.98292683,81.93170732,81.88536585,81.18780488,81.68536585,
Fiji,FJI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.602,59.102,59.654,60.155,60.714,61.413,61.565,61.442,61.719,61.397,61.652,61.74,61.63,60.649,61.194,61.689,62.1,62.691,63.065,62.305,62.406,62.255,62.195,62.916,63.238,63.998,63.961,64.278,64.951,65.386,65.056,65.457,65.407,65.51,65.796,66.007,66.202,66.293,66.536,66.728,66.194,66.205,65.492,65.653,65.841,65.983,66.126,66.161,66.32,66.347,66.778,66.88,65.812,66.545,66.581,66.48,66.657,67.06,66.965,67.009,66.924,64.904,67.148,67.316,
France,FRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.86829268,70.11707317,70.31463415,70.51463415,70.66341463,70.81219512,70.96097561,71.16097561,71.3097561,71.45853659,71.65853659,71.90731707,72.10731707,72.35609756,72.60487805,72.85365854,73.10243902,73.35121951,73.60243902,73.85121951,74.05121951,74.3,74.5,74.8,75,75.3,75.6,75.8,76.1,76.34878049,76.6,76.84878049,77.1,77.3,77.64878049,77.75121951,77.95365854,78.30487805,78.60487805,78.75609756,79.05609756,79.15853659,79.26097561,79.11463415,80.16341463,80.16341463,80.81219512,81.11219512,81.21463415,81.41463415,81.66341463,82.11463415,81.96829268,82.2195122,82.7195122,82.32195122,82.57317073,82.57560976,82.67560976,82.82682927,82.17560976,82.32439024,82.12926829,82.92926829,
Faroe Islands,FRO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.10792683,72.71212195,73.17578049,73.55390244,73.85592683,74.10646341,74.31619512,74.49960976,74.69617073,74.84292683,74.97660976,75.11717073,75.21441463,75.3272439,75.36756098,75.44434146,75.51234146,75.6335122,75.72002439,75.76278049,75.84843902,75.93685366,76.00231707,76.05780488,76.12034146,76.19817073,75.16341463,75.36341463,75.66341463,75.91463415,76.11463415,76.36585366,76.56585366,76.81707317,77.06829268,77.3195122,77.52195122,77.77560976,77.97804878,78.1804878,78.38292683,78.58536585,78.78780488,78.93902439,79.1902439,79.44146341,79.69268293,79.94146341,80.14146341,80.3902439,80.63902439,80.8902439,81.0902439,81.34146341,81.59268293,81.79268293,81.99268293,82.14390244,82.29268293,82.44390244,82.64390244,82.84390244,82.94390244,83.14390244,
"Micronesia, Fed. Sts.",FSM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,54.195,54.736,55.393,56.004,56.655,57.199,57.75,58.305,58.827,59.309,59.774,60.182,60.608,60.955,61.319,61.617,61.885,62.118,62.306,62.46,62.556,62.668,62.747,62.829,62.923,63.028,63.151,63.206,63.461,63.617,63.722,63.881,63.996,64.041,64.082,64.142,64.253,64.371,64.509,64.626,64.317,64.801,63.907,64.915,64.898,64.906,64.859,64.844,64.849,64.865,64.892,64.969,65.08,65.179,65.294,65.306,65.576,65.761,65.943,66.196,65.878,66.152,66.961,67.198,
Gabon,GAB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.443,47.115,47.777,48.425,48.994,49.71,50.322,50.928,51.545,52.127,52.697,53.259,53.811,54.352,54.911,55.455,55.97,56.467,56.954,57.438,57.893,58.332,58.644,58.994,59.34,59.665,59.956,60.2,60.398,60.584,60.736,60.891,61.013,61.125,61.183,61.27,61.265,61.395,61.506,61.658,61.81,61.982,62.175,62.463,62.694,62.978,63.259,63.619,64.011,64.361,64.715,65.102,65.438,65.751,66.07,66.336,66.583,66.816,67.043,67.337,67.073,67.072,67.713,68.337,
United Kingdom,GBR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.12682927,70.87804878,70.92682927,70.82682927,71.62439024,71.62439024,71.57317073,72.12439024,71.72439024,71.72195122,71.97317073,72.27317073,72.12439024,72.32439024,72.52439024,72.72439024,72.77560976,73.22439024,73.17560976,73.27560976,73.67560976,74.02682927,74.17804878,74.37804878,74.77804878,74.62926829,74.92926829,75.2804878,75.3804878,75.58292683,75.8804878,76.08292683,76.43414634,76.38536585,76.88536585,76.83658537,77.08780488,77.21097561,77.1902439,77.3902439,77.74146341,77.99268293,78.14390244,78.44634146,78.74634146,79.04878049,79.24878049,79.44878049,79.6,80.05121951,80.40243902,80.95121951,80.90487805,81.00487805,81.30487805,80.95609756,81.15609756,81.25609756,81.25609756,81.36912195,80.3317561,80.64731707,81.01121951,81.23809756,
Georgia,GEO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.347,61.72,62.078,62.457,62.818,63.097,63.397,63.772,64.139,64.509,64.869,65.189,65.516,65.851,66.18,66.512,66.894,67.246,67.597,67.942,68.273,68.741,69.109,69.135,68.795,69.006,69.225,69.219,68.825,68.635,68.679,68.202,67.78,67.405,68.669,69.398,70.637,69.683,69.787,70.012,70.091,70.371,70.438,71.377,71.011,70.689,70.983,70.985,70.949,71.058,71.732,72.485,72.672,73.025,73.105,73.241,73.136,73.435,73.985,74.165,73.509,71.635,74.141,74.496,
Ghana,GHA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.942,47.127,47.335,47.476,47.637,47.689,47.708,47.734,47.758,47.895,47.888,47.949,48.274,48.577,48.918,49.323,49.732,50.079,50.461,50.787,51.059,51.313,51.425,51.78,52.232,52.732,53.276,53.818,54.396,54.936,55.395,55.722,56.055,56.286,56.234,56.662,56.957,57.241,57.525,57.835,58.139,58.403,58.709,59.014,59.316,59.638,59.975,60.282,60.578,60.928,61.297,61.617,61.995,62.397,62.832,63.175,63.522,63.829,64.138,64.455,64.309,64.286,65.246,65.498,
Gibraltar,GIB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.209,70.165,70.174,70.249,70.438,70.755,71.178,71.54,71.709,71.812,71.888,72.103,72.356,72.707,73.053,73.322,73.443,73.479,73.512,73.585,73.755,73.999,74.325,74.613,74.935,75.232,75.557,75.871,76.18,76.474,76.814,77.118,77.412,77.722,78.052,78.345,78.696,79.097,79.477,79.812,80.145,80.419,80.59,80.713,80.856,80.991,81.103,81.269,81.541,81.807,82.08,82.333,82.527,82.586,82.644,82.668,82.741,82.858,83.028,83.183,83.07,80.274,83.517,83.553,
Guinea,GIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,36.623,36.816,36.997,37.196,37.415,37.653,37.959,38.224,38.501,38.824,39.06,39.372,39.683,39.937,40.229,40.606,41.028,41.409,41.882,42.343,42.842,43.33,43.863,44.226,44.858,45.31,45.719,46.107,46.478,46.86,47.252,47.781,48.266,48.819,49.188,49.836,50.546,51.113,51.61,51.987,52.42,52.669,53.2,53.589,53.975,54.422,54.875,55.233,55.703,56.052,56.431,56.778,57.117,57.459,57.581,57.899,58.49,58.715,59.043,59.379,59.35,59.373,60.432,60.74,
"Gambia, The",GMB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,34.574,35.063,35.599,36.086,36.579,37.12,37.559,38.063,38.533,39.004,39.532,40.048,40.549,41.088,41.676,42.192,42.876,43.366,43.573,44.517,44.977,44.489,46.25,46.892,47.513,48.151,48.798,49.392,50.146,50.725,51.278,51.857,52.477,53.15,53.768,54.292,54.849,55.225,56.007,56.466,56.899,57.283,57.736,58.223,58.749,59.11,59.667,60.001,60.473,60.735,61.167,61.561,61.9,62.252,62.576,62.971,63.386,63.708,64.034,64.427,64.418,63.847,64.859,65.86,
Guinea-Bissau,GNB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,37.554,37.788,38.032,35.644,35.807,35.92,36.083,36.344,36.672,36.959,37.258,37.538,37.82,38.17,41.613,41.934,42.253,42.578,42.908,43.239,43.57,43.926,44.293,44.6,44.943,45.266,45.523,45.844,46.279,46.614,46.89,47.201,47.518,47.84,47.775,48.531,48.772,48.033,48.123,48.492,50.565,51.054,51.608,52.186,52.8,52.949,54.089,54.87,55.3,56.297,56.999,57.663,58.27,58.879,59.476,60.071,60.619,61.148,61.652,62.161,61.343,61.653,63.605,64.085,
Equatorial Guinea,GNQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,42.742,43.008,43.275,43.54,43.805,44.069,44.334,44.595,44.852,31,31.086,37.229,44.441,44.658,41.486,37.32,30.537,42.008,42.331,43.033,48.78,49.107,49.666,50.046,50.195,50.599,50.848,50.99,51.184,51.292,51.397,51.497,51.579,51.671,51.785,51.926,52.123,52.365,52.646,53.001,53.395,53.827,54.324,54.791,55.307,55.766,56.354,56.857,57.384,57.881,58.344,58.827,59.301,59.784,60.228,60.635,61.081,61.481,61.915,62.297,62.141,62.447,63.355,63.707,
Greece,GRC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.43431707,70.28302439,70.22460976,70.56397561,70.45817073,71.39168293,71.8005122,71.307,71.40373171,71.97887805,72.68078049,72.86717073,72.6562439,72.90592683,73.39436585,73.40117073,73.67912195,73.68034146,74.36317073,74.59282927,74.50656098,74.91568293,75.20268293,75.48041463,75.75760976,76.09504878,76.48821951,76.05585366,76.94819512,76.68780488,76.93902439,77.13658537,77.38292683,77.3902439,77.63902439,77.58536585,77.68536585,78.13658537,77.83902439,77.98780488,77.88780488,78.38780488,78.64146341,78.84146341,79.03902439,79.23902439,79.43902439,79.43902439,79.93902439,80.18780488,80.38780488,80.73170732,80.63414634,81.28536585,81.38536585,81.03658537,81.38780488,81.28780488,81.78780488,81.63902439,81.28780488,80.08292683,80.78780488,81.53658537,
Grenada,GRD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.144,63.553,63.752,63.783,64.199,64.78,65.649,66.46,66.912,66.975,66.856,66.874,67.151,67.557,67.884,68.004,67.949,67.869,67.856,67.941,68.117,68.348,68.597,64.333,69.095,69.338,69.574,69.808,70.045,70.289,70.546,70.823,71.125,71.45,71.78,72.094,72.373,72.6,72.762,72.873,72.955,73.034,73.142,73.291,72.447,73.7,73.93,74.159,74.374,74.567,74.731,74.861,74.961,75.022,75.045,75.037,75.01,74.977,74.957,74.971,75.019,74.522,75.151,75.205,
Greenland,GRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.5522439,59.42612195,60.02912195,60.45353659,60.90836585,61.42139024,61.80182927,62.33634146,62.75963415,63.12160976,63.11565854,63.05397561,62.79736585,62.4474878,62.0255122,61.83202439,61.80582927,61.83987805,63.41463415,63.95487805,63.4497561,63.07487805,63.19268293,63.3,63.46658537,63.83365854,64.24878049,64.65414634,64.58243902,64.66756098,65.06829268,65.03170732,65.19609756,65.58536585,65.90097561,65.64414634,65.76731707,65.79804878,66.15707317,66.49756098,66.09902439,66.19658537,66.61170732,67.18170732,67.72634146,68.23512195,68.61658537,69.04829268,69.37,69.7795122,70.08073171,70.26487805,70.54634146,70.83853659,71.06097561,71.47902439,71.83853659,71.93219512,71.96756098,71.94439024,71.85073171,71.81390244,71.5404878,71.5497561,
Guatemala,GTM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,45.76,46.12,46.492,46.622,47.055,47.185,47.511,47.727,47.758,47.521,48.507,50.276,51.817,52.848,53.023,52.832,47.617,55.184,56.412,56.6,55.297,54.709,48.863,57.913,59.074,59.788,60.341,60.991,61.538,61.745,61.767,61.926,61.992,62.442,63.026,63.662,64.54,65.249,65.969,66.634,67.102,67.436,67.835,68.204,68.245,68.167,68.79,69.299,69.493,69.676,69.885,70.321,70.722,70.878,70.942,70.915,71.215,71.583,71.496,71.639,69.971,67.858,71.206,72.602,
Guam,GUM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.882,63.226,63.349,63.833,64.104,64.367,64.639,64.916,65.201,65.499,65.811,66.064,66.469,66.93,67.532,68.011,68.275,69.024,69.57,70.116,70.674,71.18,71.681,72.141,72.589,73.07,73.324,73.468,73.429,73.503,73.455,73.518,73.632,74.004,74.344,74.511,74.638,74.7,74.753,74.789,74.894,75.195,75.506,75.885,76.114,76.427,76.477,76.397,76.233,76.141,76.095,76.153,76.237,76.361,76.423,76.444,76.449,76.463,76.561,76.645,75.529,75.434,77.102,77.209,
Guyana,GUY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.51,57.912,58.303,58.644,58.958,59.137,59.329,59.53,59.69,59.835,59.961,60.068,60.133,60.211,60.305,60.375,60.449,60.558,60.646,60.735,60.808,60.91,61.01,61.157,61.255,61.379,61.521,61.698,61.849,62.054,62.254,62.463,62.816,63.016,63.007,62.668,62.691,62.879,63.429,63.772,64.075,64.38,64.183,64.117,64.214,64.392,64.848,65.462,65.721,66.03,66.204,66.469,66.443,66.71,67.334,67.719,68.069,68.543,68.829,69.067,67.751,64.323,69.888,70.18,
High income,HIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.33647331,68.70925981,68.66390797,68.94503229,69.38516184,69.44831196,69.65320919,69.97292205,69.83649464,69.89746695,70.2025451,70.50452509,70.71090068,70.86394833,71.20091585,71.39255121,71.61044098,71.92797645,72.05992791,72.32552143,72.34123351,72.68739139,73.03208813,73.10777377,73.29695347,73.46665209,73.87224828,74.10869353,74.21360161,74.37791667,74.47387309,74.5823872,74.60919365,74.4382429,74.63002612,74.71882707,75.18295734,75.57168233,75.79835672,75.81922761,76.04181379,76.31476643,76.43945707,76.54836375,76.9899667,77.10972532,77.54232342,77.86314784,78.05287457,78.40501255,78.59569877,78.92115369,79.07536479,79.31272476,79.56542462,79.52437462,79.72437244,79.85384107,79.96680206,80.1994382,79.20435169,78.80005645,79.43132422,80.15001512,
"Hong Kong SAR, China",HKG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.69712195,66.44165854,66.91046341,67.64517073,68.21909756,68.86680488,69.26585366,69.82785366,70.21702439,70.62717073,70.93468293,71.46804878,71.45097561,72.0902439,72.59780488,73.36219512,72.78902439,73.34926829,73.54073171,73.66317073,74.65341463,75.34902439,75.43853659,75.28634146,76.0095122,76.42926829,76.68439024,76.89780488,77.08341463,77.02878049,77.37073171,77.87292683,77.67341463,78.01609756,78.54365854,78.67878049,79.62756098,80.11219512,80.10682927,80.37268293,80.87317073,81.41926829,81.45219512,81.34341463,81.79926829,81.60902439,82.38487805,82.36682927,82.3404878,82.77512195,82.95756098,83.41195122,83.4502439,83.83121951,83.93560976,84.25268293,84.21146341,84.69560976,84.8697561,85.15585366,85.49634146,85.53268293,83.66097561,85.24731707,
Honduras,HND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,47.149,47.71,48.647,49.385,50.197,50.863,51.588,52.331,53.041,53.712,54.36,55.012,55.689,54.565,52.519,57.523,58.151,58.704,59.248,59.829,60.388,61.033,61.688,62.408,62.819,63.223,63.651,64.066,64.393,64.782,65.183,65.584,65.908,66.074,66.523,66.919,67.263,67.542,62.432,68.005,68.302,68.491,68.714,68.874,69.05,69.198,69.364,69.539,69.657,69.823,69.77,70.116,70.46,70.765,71.032,71.323,71.615,71.805,72.001,72.124,70.864,69.492,72.715,72.884,
Heavily indebted poor countries (HIPC),HPC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,40.7990378,41.11480932,41.69341683,41.93184624,42.26936321,42.60048414,42.71800061,43.36010462,43.68176527,43.97316992,44.28678776,44.43561664,44.24688813,44.81468578,44.89200604,45.26382502,45.90753777,46.26884867,46.42491268,46.77453117,47.19674191,47.44519859,47.62719337,46.61410484,46.58094636,46.99066833,47.85087645,49.09090839,49.38389954,49.63142824,49.67276789,49.63977219,49.88566712,50.53354386,50.31623032,51.1166085,51.25999239,51.5932353,51.68548178,52.16542694,53.00267076,53.53488609,54.05776786,54.60760047,55.1512913,55.77738097,56.57382269,57.2459304,57.85556159,58.23920372,58.73245715,59.23007473,60.08546491,60.62822767,61.0402808,61.56179394,62.00380837,62.31519567,62.79854426,63.08980042,63.07263197,62.53137357,63.84044586,64.71590542,
Croatia,HRV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.7464878,66.34614634,67.06526829,67.42214634,67.84887805,68.27819512,68.71182927,68.84502439,68.69907317,68.76629268,68.98912195,69.26417073,69.57392683,69.92390244,70.43334146,70.00195122,70.45536585,70.74439024,70.53878049,70.42731707,70.17536585,70.34439024,70.48268293,70.27487805,70.21853659,70.88609756,71.41902439,71.4702439,71.48829268,71.84463415,72.1704878,72.18536585,71.24146341,71.52243902,71.80341463,72.08439024,72.36536585,72.49512195,72.31707317,72.64195122,72.80780488,74.51292683,74.71731707,74.61390244,75.5202439,75.24463415,75.83682927,75.70560976,75.91219512,76.16829268,76.47560976,76.77560976,77.16829268,77.57073171,77.72439024,77.27560976,77.92195122,77.72682927,77.9195122,78.22439024,77.52439024,76.42439024,77.57560976,78.47317073,
Haiti,HTI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,43.44,43.825,44.196,42.724,44.928,45.371,45.565,46.135,46.522,46.903,47.265,47.619,47.884,48.194,48.458,48.72,48.972,49.226,49.484,49.749,49.971,50.31,50.626,50.946,51.254,51.583,51.874,52.245,52.554,52.88,53.215,53.524,54.041,54.478,54.731,55.582,56.111,56.675,57.137,57.692,58.175,58.591,59.041,59.44,58.517,60.318,60.74,61.09,61.28,61.694,45.577,61.581,62.273,62.624,62.969,63.224,63.325,63.832,64.077,64.328,63.773,62.613,63.948,64.936,
Hungary,HUN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.00317073,68.93609756,67.86585366,68.87414634,69.38097561,69.07121951,69.82243902,69.40707317,69.2302439,69.31463415,69.16463415,69.05243902,69.66463415,69.51804878,69.24804878,69.29,69.57317073,69.84804878,69.39390244,69.61536585,69.06170732,69.13926829,69.35780488,68.97365854,69.02585366,68.97219512,69.17341463,69.65121951,70.02341463,69.46170732,69.31560976,69.37707317,69.11707317,69.10121951,69.4697561,69.79170732,70.32878049,70.70243902,70.55780488,70.67707317,71.24634146,72.24878049,72.34878049,72.3,72.64878049,72.64878049,73.09756098,73.15121951,73.70243902,73.90487805,74.20731707,74.85853659,75.06341463,75.56585366,75.76341463,75.56829268,76.06341463,75.81707317,76.06585366,76.3195122,75.4195122,74.06585366,75.86829268,76.77073171,
IBRD only,IBD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,45.92223196,48.61888638,52.51768593,53.04701617,53.5207237,53.22767287,53.91989809,54.43244538,55.1353527,55.58958089,56.0523233,56.64384765,57.08443004,57.69151146,58.21014406,58.78074338,59.116178,59.84955886,60.3258133,60.81417726,61.21471468,61.65305065,62.1049281,62.57227366,62.98206338,63.39202685,63.86721955,64.22429796,64.53370657,64.89061824,65.10827213,65.47512465,65.72417294,65.97544227,66.25607268,66.63224828,67.02530442,67.39674091,67.72444007,67.96732645,68.28696493,68.58471351,68.90437649,69.17275559,69.39840013,69.82651653,70.15012368,70.51424507,70.76244573,71.16021321,71.5021795,71.82703339,72.1637223,72.46344184,72.75109662,73.03301914,73.2594437,73.48601658,73.7952368,74.03159317,73.29542289,71.97452294,74.25156135,74.52096995,
IDA & IBRD total,IBT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,45.34794187,47.65526344,50.96832621,51.46119959,51.952973,51.75274489,52.41418913,52.91360294,53.58080971,54.02016058,54.30922267,54.3693807,55.40056206,55.97365495,56.42512184,56.91836123,57.28965761,57.95813135,58.39524257,58.89940958,59.30824436,59.71372416,60.11360237,60.44348405,60.78329917,61.15075753,61.61119372,61.99926018,62.26455445,62.59476039,62.77271566,62.99121758,63.25405651,63.50285966,63.72653778,64.07718555,64.39933574,64.73242953,65.00059069,65.28738969,65.65609553,65.96676026,66.29368382,66.58690212,66.82383053,67.22473223,67.60148657,67.96608384,68.1835059,68.58711267,68.92583752,69.23488411,69.57336671,69.86875166,70.12059385,70.37189918,70.61427436,70.83116702,71.15332829,71.39427439,70.74915656,69.66825993,71.67792224,72.00082092,
IDA total,IDA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,42.59807971,43.10265436,43.70193452,44.03851587,44.63524119,44.89199985,45.43071293,45.89545047,46.42581769,46.82252641,46.33870527,43.9861163,47.73549702,48.19418041,48.3909267,48.58913978,49.17451661,49.61370098,49.94671535,50.59669798,51.11537321,51.44766311,51.69639297,51.52354896,51.6481587,51.91951353,52.3978159,52.98737029,53.14877986,53.44939354,53.55082222,53.27515806,53.69719722,54.05204488,54.17390411,54.54427117,54.72123758,55.02959237,55.1971351,55.75476012,56.40988032,56.87912582,57.34819106,57.84175558,58.22714188,58.64827547,59.31209637,59.79398891,60.02481047,60.5539493,60.9876114,61.34857432,61.78241678,62.14110877,62.36685038,62.61354985,62.99195085,63.27369542,63.73093118,64.08854,63.80227499,63.47737993,64.88229029,65.45352231,
IDA blend,IDB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,42.5431247,43.11903268,43.97504746,44.56008157,45.18553378,45.68868678,46.38465758,46.60780216,47.50240411,48.0290098,48.78385267,47.67305328,49.82396624,50.23460312,50.64071099,51.08164745,51.68838589,52.14782335,52.56253733,53.00096715,53.5517138,53.99796982,54.35216143,54.60994388,54.80214579,54.92004388,54.93852027,55.00739672,55.03752983,55.08819322,54.96649734,54.8353887,54.78365097,54.7603761,54.6642329,54.64590464,54.61709687,54.65343545,54.89679902,55.2249659,55.5992723,55.88990645,56.27023553,56.63591263,57.029456,56.99892861,57.70162031,58.06009061,58.41430466,58.75078437,59.05151291,59.36440613,59.63056374,59.86857311,60.0998682,60.29449464,60.57616645,60.81839291,61.07405428,61.32599738,60.81800661,60.87653574,62.12886414,62.46216433,
Indonesia,IDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.835,47.385,48.141,48.742,49.44,42.762,48.406,51.309,51.888,52.588,53.254,53.823,54.364,54.916,55.443,55.998,56.445,57.09,57.607,58.18,58.701,59.096,59.7,60.343,60.891,61.387,61.736,62.087,62.386,62.883,63.249,63.703,64.182,64.851,65.041,65.263,65.465,65.774,65.942,66.001,66.292,66.583,66.954,67.134,65.521,67.531,67.664,67.914,68.085,68.267,68.364,68.629,68.862,69.064,69.292,69.52,69.733,69.953,70.08,70.349,68.817,67.452,70.925,71.146,
